"scenario","US_phase_pol","US_price_pol","US_cp_pol","CN_phase_pol","CN_price_pol","CN_cp_pol","IN_phase_pol","IN_price_pol","IN_cp_pol","RGS_phase_pol","RGS_price_pol","RGS_cp_pol","RGN_phase_pol","RGN_price_pol","RGN_cp_pol","learning_solar","learning_wind","lifetime_solar","lifetime_wind","lead_offshore","lead_onshore","lead_solar","lead_commission","lead_ccgt","lead_coal","cf_wind","cf_solar","discr","elec_demand","ccgt_price","coal_price","tech_potential"
"S3_260",0.15,0.65,0.2,0.41,0.32,0.88,0.32,0.59,0.14,0.8,0.48,0.09,0.33,0.08,0.88,0.633720930232558,0.164634146341464,0.5026,0.9109,0.386,0.227,0.0101010101010101,0.97,0.83,0.614,0.2,0.412162162162162,0.281,0.265,0.089,0.981,0.48
"S3_261",0.36,0,0.59,0.33,0.74,0.39,0.56,0.92,0.19,0.28,0.15,0.69,0.44,0.67,0.64,0.0639534883720929,0.378048780487805,0.959,0.6244,0.767,0.461,0.496969696969697,0.531,0.99,0.0129999999999999,0.847272727272727,0.81027027027027,0.582,0.699,0.991,0.319,0.648
"S3_262",0.76,0.68,0.41,1,0.91,0.82,0.71,0.53,0.65,0.33,0.96,0.45,0.17,0.43,0.61,0.203488372093023,0.560975609756097,0.6954,0.7866,0.0405,0.0609999999999999,0.442424242424242,0.503,0.5,0.227,0.523636363636364,0.737297297297297,0.34,0.152,0.291,0.616,0.421
"S3_263",0.38,0.34,0.91,0.39,0.95,0.17,0.87,0.68,0.59,0.41,0.36,0.01,0.75,0.78,0.05,0.232558139534884,0.0487804878048781,0.6731,0.0233000000000001,0.4815,0.603,0.775757575757576,0.906,0.658,0.243,0.46,0.575945945945946,0.429,0.023,0.023,0.945,0.316
"S3_264",0.65,0.43,0.09,0.34,0.57,0.85,0,0.03,0.43,0.55,0.15,0.57,0.52,0.63,0.81,0.941860465116279,0.585365853658536,0.00330000000000012,0.636,0.5045,0.448,0.404040404040404,0.088,0.307,0.405,0.886363636363636,0.162432432432432,0.359,0.491,0.878,0.8,0.652
"S3_265",0.53,0.92,0.81,0.53,0.54,0.64,0.95,0.77,0.63,0.44,0.42,0.56,0.79,0.42,0.72,0.784883720930232,0.853658536585366,0.629,0.3447,0.3145,0.0209999999999999,0.556565656565656,0.996,0.665,0.663,0.730909090909091,0.328648648648649,0.688,0.727,0.141,0.115,0.145
"S3_266",0.28,0.95,0.59,0.09,0.93,0.01,0.47,0.16,0.5,0.2,0.73,0.84,0.75,0.58,0,0.209302325581395,0.664634146341463,0.6909,0.2926,0.268,0.316,0.128282828282828,0.291,0.151,0.0619999999999998,0.564545454545454,0.428648648648649,0.05,0.113,0.243,0.231,0.904
"S3_267",0.92,0.04,0.27,0.92,0.71,0.24,0.52,0.84,0.31,0.97,0.86,0.27,0.11,0.5,0.64,0.151162790697674,0.963414634146341,0.0356000000000002,0.1135,0.0814999999999999,0.64,0.705050505050505,0.2,0.038,0.052,0.476363636363636,0.753243243243243,0.272,0.228,0.157,0.819,0.356
"S3_268",0.29,0.11,0.43,0.94,0.8,0.26,0.95,0.39,0.01,0.71,0.27,0.18,0.69,0.45,0.79,0.558139534883721,0.731707317073171,0.2774,0.6889,0.483,0.744,0.367676767676768,0.398,0.853,0.0979999999999999,0.758181818181818,0.0816216216216215,0.996,0.876,0.677,0.015,0.402
"S3_269",0.02,0.91,0.67,0.16,0.46,0.88,0.22,0.92,0.32,0.34,0.91,0.51,0.25,0.41,0.61,0.854651162790698,0.189024390243902,0.0221,0.1718,0.4235,0.0529999999999999,0.187878787878788,0.772,0.407,0.378,0.637272727272727,0.492972972972973,0.982,0.348,0.894,0.948,0.798
"S3_270",0.91,0.36,0.11,0.5,0.57,0.88,0.41,0.41,0.71,0.62,0.01,0.8,0.26,0.13,0,0.197674418604651,0.817073170731707,0.7715,0.2327,0.1965,0.956,0.0616161616161616,0.702,0.913,0.81,0.575454545454545,0.918918918918919,0.104,0.555,0.561,0.762,0.943
"S3_271",0.66,0.77,0.34,0.27,0.02,0.97,0.26,0.91,0.75,0.23,0.44,0.5,0.66,0.3,0.6,0.325581395348837,0.292682926829268,0.8468,0.8067,0.847,0.38,0.626262626262626,0.95,0.117,0.608,0.0472727272727273,0.544054054054054,0.099,0.133,0.65,0.866,0.965
"S3_272",0.62,0.39,0.93,0.3,0.96,0.72,0.42,0.8,0.04,0.25,0.91,0.53,0.28,0.9,0.06,0.726744186046511,0.682926829268293,0.2829,0.9183,0.669,0.714,0.415151515151515,0.415,0.367,0.1,0.1,0.24,0.565,0.091,0.109,0.744,0.45
"S3_273",0.61,0.14,0.64,0.46,0.39,0.89,0.78,0.08,0.56,0.7,0.58,0.25,0.27,0.31,0.06,0.796511627906977,0.0365853658536586,0.8988,0.9371,0.792,0.452,0.793939393939394,0.256,0.818,0.421,0.694545454545454,0.367027027027027,0.822,0.235,0.874,0.235,0.35
"S3_274",0.8,0.26,0.94,0.18,0.67,0.68,0.24,0.85,0.88,0.92,0.05,0.7,0.42,0.46,0.5,0.662790697674418,0.329268292682927,0.6171,0.9813,0.353,0.565,0.528282828282828,0.189,0.823,0.551,0.904545454545455,0.363513513513513,0.917,0.716,0.647,0.056,0.047
"S3_275",0.61,0.84,0.14,0.65,0.03,0.68,0.86,0.36,0.52,0.21,0.74,0.25,0.26,0.76,0.37,0.63953488372093,0.713414634146341,0.7594,0.0395,0.7305,0.999,0.539393939393939,0.817,0.576,0.044,0.831818181818182,0.813243243243243,0.466,0.829,0.239,0.637,0.398
"S3_276",0.73,0.9,0.98,0.89,0.36,0.08,0.47,0.42,0.06,0.07,0.45,0.05,0.88,0.36,0.88,0.319767441860465,0.914634146341463,0.8244,0.1156,0.395,0.0600000000000001,0.602020202020202,0.88,0.225,0.622,0.507272727272727,0.674054054054054,0.543,0.686,0.037,0.326,0.63
"S3_277",0.76,0.52,0.86,0.72,0.64,0.94,0.81,0.75,0.73,0.43,0.1,0.32,0.88,0.8,0.18,0.383720930232558,0.792682926829268,0.0149999999999999,0.0963999999999999,0.374,0.404,0.409090909090909,0.937,0.512,0.987,0.875454545454545,0.0737837837837837,0.931,0.011,0.371,0.9,0.606
"S3_278",0.44,0.49,0.88,0.06,0.96,0.15,0.89,0.59,0.44,0.57,0.27,0.27,0.52,0.88,0.65,0.691860465116279,0.939024390243902,0.3894,0.6442,0.397,0.314,0.0929292929292929,0.644,0.644,0.0699999999999998,0.514545454545455,0.51972972972973,0.671,0.155,0.395,0.268,0.271
"S3_279",0.02,0.2,0.8,0.69,0.54,0.8,0.79,0.18,0.94,0.97,0.76,0.02,0.16,0.02,0.28,0.180232558139535,0.146341463414634,0.048,0.8386,0.317,0.995,0.0444444444444445,0.628,0.0980000000000001,0.424,0.29,0.552432432432432,0.483,0.844,0.173,0.908,0.776
"S3_280",0.46,0.37,0.3,0.98,0.19,0.42,0.9,0.41,0.99,0.3,0.85,0.27,0.4,0.2,0.56,0.319767441860465,0.5,0.1402,0.4023,0.3825,0.014,0.876767676767677,0.269,0.586,0.249,0.583636363636364,0.108648648648649,0.954,0.428,0.469,0.317,0.617
"S3_281",0.4,0.76,0.52,0.64,0.27,0.73,0.23,0.01,0.89,0.56,0.89,0.39,0.15,0.02,0.75,0.418604651162791,0.378048780487805,0.8336,0.6053,0.3625,0.21,0.317171717171717,0.37,0.698,0.362,0.154545454545455,0.498648648648649,0.714,0.763,0.328,0.426,0.882
"S3_282",0.27,0.93,0.82,0.76,0.75,0.17,0.62,0.26,0.07,0.34,0.53,0.5,0.97,0.65,0.57,0.406976744186046,0.75609756097561,0.4943,0.9553,0.6635,0.15,0.285858585858586,0.716,0.526,0.168,0.749090909090909,0.0340540540540539,0.166,0.656,0.567,0.094,0.914
"S3_283",0.74,0.97,0.17,0.09,0.25,0.07,0.91,0.54,0.24,0.07,0.09,0.93,0.21,0.99,0.09,0.872093023255814,0.920731707317073,0.7083,0.0686,0.236,0.612,0.752525252525252,0.965,0.036,0.0640000000000001,0.276363636363636,0.827027027027027,0.278,0.859,0.28,0.178,0.142
"S3_284",0.41,0.37,0.86,0.55,0.52,0.49,0.7,0.77,0.51,0.43,0.71,0.2,0.37,0.52,0.08,0.436046511627907,0.0975609756097562,0.1719,0.6469,0.273,0.102,0.619191919191919,0.833,0.0880000000000001,0.852,0.536363636363636,0.301621621621622,0.557,0.878,0.546,0.574,0.228
"S3_285",0.35,0.85,0.54,0.85,0.95,0.87,0.14,0.2,0.18,0.36,0.17,0.42,0.78,0.94,0.14,0.476744186046511,0.774390243902439,0.2479,0.2611,0.879,0.797,0.537373737373737,0.311,0.741,0.456,0.58,0.91,0.493,0.776,0.608,0.472,0.837
"S3_286",0.31,0.82,0.66,0.09,0.83,0.94,0.65,0.14,0.23,0.89,0.35,0.48,0.9,0.03,0.92,0.273255813953488,0.457317073170732,0.6136,0.3257,0.4335,0.435,0.593939393939394,0.467,0.112,0.617,0.293636363636364,0.319189189189189,0.625,0.277,0.451,0.17,0.516
"S3_287",0.81,0.69,0.62,0.19,0.94,0.25,0.18,0.04,0.06,0.74,0.16,0.95,0.3,0.61,0.16,0.296511627906976,0.463414634146341,0.4123,0.7814,0.6005,0.725,0.754545454545454,0.183,0.314,0.858,0.377272727272727,0.966756756756757,0.096,0.324,0.963,0.921,0.26
"S3_288",0.04,0.65,0.03,0.07,0.16,0.64,0.98,0.19,0.95,0.29,0.2,0.74,0.79,0.01,0.54,0.377906976744186,0.292682926829268,0.434,0.0266999999999999,0.358,0.004,0.156565656565657,0.82,0.924,0.474,0.805454545454546,0.687567567567568,0.013,0.482,0.077,0.419,0.29
"S3_289",0.3,0.71,0.64,0.04,0.66,0.46,0.32,0.06,0.96,0.47,0.03,0.18,0.66,0.01,0.97,0.808139534883721,0.298780487804878,0.3661,0.2085,0.7255,0.908,0.667676767676768,0.56,0.708,0.823,0.126363636363636,0.768918918918919,0.74,0.094,0.753,0.86,0.991
"S3_290",0.06,0.79,0.71,0.15,0.4,0.08,0.23,0.17,0.11,0.04,0.29,0.14,0.6,0.6,0.78,0.25,0.670731707317073,0.6678,0.9072,0.8545,0.988,0.439393939393939,0.003,0.085,0.721,0.723636363636364,0.89,0.8,0.038,0.967,0.055,0.508
"S3_291",0.12,0.31,0.44,0.21,0.99,0.92,0.62,0.28,0.23,0.73,0.68,0.26,0.23,0.23,0.08,0.52906976744186,0.347560975609756,0.0289999999999999,0.6418,0.171,0.123,0.775757575757576,0.261,0.734,0.905,0.367272727272727,0.572972972972973,0.091,0.658,0.495,0.018,0.411
"S3_292",0.03,0.72,0.19,0.19,0.36,0.82,0.84,0.35,0.43,0.59,0.92,0.26,0.86,0.14,0.39,0.372093023255814,0.469512195121951,0.8141,0.5307,0.0629999999999999,0.92,0.531313131313131,0.555,0.508,0.0150000000000001,0.531818181818182,0.59,0.723,0.359,0.805,0.093,0.545
"S3_293",0.73,0.16,0.51,0.54,0.68,0.27,0.29,0.21,0.81,0.97,0.02,0.4,0.12,0.75,0.91,0.0755813953488371,0.554878048780488,0.6151,0.2151,0.279,0.33,0.228282828282828,0.91,0.296,0.463,0.619090909090909,0.997297297297297,0.335,0.872,0.138,0.273,0.548
"S3_294",0.41,0.77,0.67,0.98,0.55,0.46,0.93,0.51,0.81,0.97,0.46,0.12,0.12,0.67,0.31,0.488372093023256,0.451219512195122,0.7758,0.5157,0.3365,0.7,0.27979797979798,0.473,0.726,0.886,0.227272727272727,0.623513513513513,0.909,0.695,0.632,0.145,0.904
"S3_295",0.15,0.64,0.96,0.46,0.07,0.47,0.03,0.52,0.5,0.11,0.23,0.45,0.66,0.05,0.87,0.854651162790698,0.591463414634146,0.6821,0.8633,0.328,0.949,0.75050505050505,0.087,0.781,0.0800000000000001,0.34,0.232162162162162,0.383,0.452,0.407,0.556,0.363
"S3_296",0.57,0.23,0.08,0.35,0.82,0.57,0.59,0.44,0.55,0.16,0.67,0.1,0.61,0.15,0.59,0.0465116279069766,0.219512195121951,0.2706,0.5555,0.7845,0.524,0.0464646464646465,0.079,0.097,0.164,0.563636363636364,0.523243243243243,0.757,0.966,0.476,0.904,0.012
"S3_297",0.69,0.41,0.84,0.46,0.73,0.65,0.24,0.18,0.48,0.59,0.04,0.01,0.34,0.85,0.86,0.0348837209302324,0.26219512195122,0.8494,0.1324,0.6475,0.586,0.984848484848485,0.131,0.16,0.49,0.613636363636364,0.355675675675676,0.441,0.137,0.885,0.507,0.74
"S3_298",0.8,0.03,0.95,0.01,0.64,0.56,0.13,0.48,0.92,0.66,0.68,0.52,0.58,0.51,0.62,0.866279069767442,0.323170731707317,0.1351,0.8302,0.4905,0.235,0.758585858585858,0.345,0.155,0.846,0.935454545454545,0.376756756756757,0.439,0.783,0.941,0.297,0.69
"S3_299",0.68,0.67,0.46,0.24,0.29,0.67,0.03,0.76,0.51,0.02,0.48,0.02,0.33,0.19,0.77,0.168604651162791,0.835365853658536,0.3064,0.0952999999999999,0.2415,0.813,0.0868686868686868,0.879,0.936,0.75,0.542727272727273,0.84027027027027,0.731,0.062,0.176,0.505,0.896
"S3_300",0.43,0.96,0.16,0.71,0.13,0.96,0.09,0.64,0.29,0.14,0.75,0.54,0.47,0.07,0.12,0.965116279069767,0.26219512195122,0.2342,0.032,0.934,0.379,0.994949494949495,0.036,0.549,0.155,0.981818181818182,0.725135135135135,0.019,0.965,0.393,0.952,0.373
"S3_301",0.66,0.38,0.32,0.06,0.24,0.04,0.06,0.04,0.02,0.03,0.58,0.79,0.41,0.84,0.81,0.447674418604651,0.0731707317073171,0.228,0.1504,0.7645,0.704,0.329292929292929,0.067,0.451,0.624,0.863636363636364,0.742432432432433,0.259,0.214,0.362,0.651,0.684
"S3_302",0.19,0.28,0.58,0.63,0.8,0.62,0.63,0.57,0.34,0.05,0.67,0.99,0.61,0.45,0.72,0.546511627906977,0.396341463414634,0.4499,0.5521,0.945,0.225,0.973737373737374,0.782,0.577,0.769,0.0290909090909091,0.388918918918919,0.046,0.291,0.373,0.631,0.337
"S3_303",0.85,0.33,0.61,0.72,0.96,0.52,0.43,0.12,0.54,0.26,0.67,0.76,0.51,0.97,0.24,0.0639534883720929,0.0609756097560976,0.4783,0.7137,0.5345,0.905,0.780808080808081,0.395,0.582,0.392,0.394545454545455,0.987027027027027,0.305,0.244,0.424,0.551,0.132
"S3_304",0.29,0.86,0.24,0.95,0.68,0.27,0.94,0.98,0.81,0.36,0.17,0.51,0.35,0.96,0.23,0.616279069767442,0.274390243902439,0.8952,0.316,0.9915,0.414,0.941414141414141,0.539,0.263,0.326,0.996363636363636,0.00324324324324313,0.668,0.592,0.604,0.906,0.037
"S3_305",0.84,0.56,0.35,0.24,0.51,0.21,0.31,0.52,0.18,0.17,0.15,0.82,0.06,0.9,0.47,0.482558139534884,0.957317073170732,0.4874,0.4297,0.1635,0.618,0.633333333333333,0.2,0.13,0.126,0.868181818181818,0.532972972972973,0.001,0.446,0.108,0.269,0.206
"S3_306",0.39,0.91,0.78,0.03,0.41,0.66,0.95,0.4,0.86,0.55,0.52,0.74,0.22,0.51,0.74,1,0.841463414634146,0.687,0.5108,0.2765,0.707,0.744444444444445,0.982,0.684,0.179,0.645454545454546,0.635135135135135,0.158,0.866,0.959,0.296,0.043
"S3_307",0.5,0.24,0.4,0.43,0.51,0.6,0.43,0.37,0.12,0.26,0.26,0.4,0.08,0.03,0.54,0.482558139534884,0.548780487804878,0.7299,0.3809,0.1665,0.147,0.686868686868687,0.687,0.454,0.953,0.32,0.475405405405405,0.629,0.88,0.115,0.142,0.12
"S3_308",0.41,0.76,0.46,0.75,0.79,0.05,0.99,0.81,0.1,0.8,0.57,0.06,0.98,0.35,0.24,0.0406976744186045,0.365853658536585,0.575,0.4086,0.9505,0.427,0.0151515151515152,0.498,0.176,0.649,0.671818181818182,0.471081081081081,0.636,0.031,0.128,0.229,0.458
"S3_309",0.98,0.42,0.31,0.41,0.04,0.9,0.22,0.95,0.95,0.46,0.66,0.89,0.81,0.63,0.97,0.290697674418604,0.871951219512195,0.9238,0.2231,0.746,0.291,0.798989898989899,0.407,0.024,0.764,0.546363636363636,0.845945945945946,0.026,0.02,0.306,0.212,0.585
"S3_310",0.13,0.12,0.48,0.52,0.09,0.46,0.37,0.38,0.58,0.65,0.13,0.55,0.31,0.08,0.55,0.331395348837209,0.176829268292683,0.5596,0.1104,0.6285,0.629,0.193939393939394,0.354,0.77,0.23,0.488181818181818,0.775135135135135,0.876,0.917,0.444,0.714,0.439
"S3_311",0.33,0.31,0.95,0.65,0.8,0.75,0.57,0.73,0.79,0.23,0.25,0.85,0.14,0.87,0.99,0.180232558139535,0.878048780487805,0.6276,0.8758,0.034,0.304,0.634343434343434,0.563,0.302,0.569,0.212727272727273,0.902162162162162,0.622,0.588,0.086,0.206,0.989
"S3_312",0.54,0.93,0.28,0.83,0.79,0.23,0.29,0.99,0.28,0.1,0.38,0.05,0.22,0.3,0.77,0.168604651162791,0.25,0.8625,0,0.567,0.79,0.847474747474747,0.083,0.861,0.27,0.297272727272727,0.257027027027027,0.945,0.331,0.391,0.873,0.057
"S3_313",0.8,0.32,0.58,0.9,0.12,0.21,0.15,0.29,0.57,0.86,0.04,0.77,0.67,0.74,0.47,0.604651162790698,0.414634146341463,0.8573,0.4264,0.6745,0.265,0.28989898989899,0.35,0.679,0.593,0.967272727272727,0.0254054054054052,0.809,0.336,0.797,0.068,0.559
"S3_314",0.98,0.79,0.99,0.74,0.29,0.57,0.59,0.41,0.83,0.74,0.04,0.07,0.93,0.47,0.32,0.290697674418604,0.554878048780488,0.8078,0.5195,0.2185,0.496,0.35959595959596,0.942,0.96,0.74,0.370909090909091,0.984864864864865,0.39,0.111,0.807,0.215,0.026
"S3_315",0.38,0.21,0.37,0.36,0.25,0.08,0.58,0.7,0.49,0.15,0.45,0.81,0.06,0.15,0.86,0.197674418604651,0.713414634146341,0.1756,0.0937999999999999,0.2205,0.788,0.355555555555556,0.253,0.839,0.909,0.9,0.0370270270270269,0.698,0.233,0.597,0.78,0.135
"S3_316",0.85,0.04,0.04,0.97,0.98,0.96,0.41,0.54,0.2,0.09,0.61,1,0.11,0.77,0.24,0.511627906976744,0.585365853658536,0.4597,0.5799,0.594,0.455,0.87979797979798,0.546,0.162,0.347,0.786363636363636,0.808378378378378,0.939,0.296,0.666,0.798,0.182
"S3_317",0.54,0.27,0.15,0.28,0.32,0.98,0.4,0.89,0.73,0.24,0.22,0.68,0.04,0.1,0.58,0.901162790697674,0.310975609756098,0.8034,0.7232,0.3225,0.222,0.258585858585859,0.733,0.437,0.338,0.378181818181818,0.143513513513513,0.455,0.889,0.479,0.053,0.059
"S3_318",0.52,0.13,0.13,0.78,0.33,0.27,0.55,0.18,0.33,0.91,0.36,0.47,0.59,0.87,0.05,0.732558139534883,0.182926829268293,0.3244,0.4411,0.2955,0.476,0.0757575757575757,0.325,0.372,0.591,0.977272727272727,0.397567567567568,0.553,0.477,0.669,0.846,0.375
"S3_319",0.32,0.22,0.14,0.59,0.63,0.43,0.28,0.49,0.4,0.95,0.65,0.56,0.62,0.56,0.15,0.267441860465116,0.780487804878049,0.3319,0.4197,0.164,0.592,0.760606060606061,0.309,0.989,0.835,0.09,0.0491891891891891,0.654,0.363,0.401,0.022,0.926
"S3_320",0.5,0.21,0.02,0.91,0.88,0.68,0.46,0.18,0.13,0.74,0.48,0.3,0.91,0.18,0.45,0.011627906976744,0.0670731707317074,0.9659,0.00599999999999987,0.247,0.048,0.237373737373737,0.652,0.37,0.133,0.878181818181818,0.877297297297297,0.025,0.2,0.795,0.725,0.511
"S3_321",0.46,0.01,0.23,0.51,0.26,0.33,0.33,0.91,0.32,0.69,0.76,0.42,0.73,0.1,0.36,0.709302325581395,0.792682926829268,0.3993,0.23,0.251,0.469,0.653535353535354,0.373,0.3,0.0339999999999998,0.0763636363636364,0.650540540540541,0.015,0.157,0.638,0.894,0.779
"S3_322",0.53,0.81,0.06,0.96,0.88,0.12,0.56,0.24,0.6,0.63,0.42,0.15,0.99,0.48,0.59,0.808139534883721,0.201219512195122,0.6789,0.1381,0.7215,0.391,0.52020202020202,0.668,0.812,0.446,0.150909090909091,0.53972972972973,0.105,0.76,0.153,0.606,0.967
"S3_323",0.25,0.89,0.93,0.2,0.9,0.81,0.63,0.17,0.55,0.58,0.18,0.96,0.74,0.35,0.4,0,0.945121951219512,0.1009,0.7573,0.773,0.88,0.951515151515151,0.065,0.208,0.927,0.400909090909091,0.0313513513513513,0.338,0.439,0.184,0,0.956
"S3_324",0.22,0.45,0.82,0.4,0.49,0.22,0.65,0.6,0.85,0.51,0.28,0.49,0.03,0.51,1,0.523255813953488,0.841463414634146,0.2723,0.9795,0.5635,0.525,0.103030303030303,0.71,0.479,0.356,0.164545454545455,0.734054054054054,0.488,0.612,0.901,0.096,0.995
"S3_325",0.71,0.42,0.83,0.26,0.72,0.22,0.68,0.76,0.5,0.19,0.87,0.61,0.19,0.07,0.74,0.906976744186046,0.371951219512195,0.2907,0.8578,0.4405,0.089,0.463636363636364,1,0.955,0.846,0.0127272727272727,0.188378378378378,0.138,0.636,0.697,0.035,0.446
"S3_326",0.34,0.98,0.94,0.46,0.23,0.14,0.7,0.7,0.07,0.56,0.84,0.91,0.23,0.17,0.56,0.436046511627907,0.329268292682927,0.6624,0.4356,0.2055,0.539,0.97979797979798,0.475,0.325,0.861,0.340909090909091,0.0213513513513513,0.901,0.598,0.16,0.669,0.709
"S3_327",0.33,0.45,0.65,0.22,0.84,1,0.61,0.47,0.16,0.66,0.31,0.89,0.38,0.79,0.81,0.261627906976744,0.408536585365854,0.4465,0.1498,0.0389999999999999,0.886,0.242424242424242,0.591,0.189,0.052,0.456363636363636,0.610540540540541,0.119,0.55,0.355,0.265,0.297
"S3_328",0.52,0.28,0.71,0.19,0.46,0.36,0.46,0.4,0.11,0.96,0.55,0.16,0.06,0.13,0.27,0.0872093023255813,0.768292682926829,0.9345,0.3227,0.8635,0.889,0.418181818181818,0.661,0.805,0.678,0.76,0.599459459459459,0.413,0.251,0.21,0.488,0.809
"S3_329",0.62,0.14,0.63,0.39,0,0.73,0.77,0.77,0.08,0.43,0.23,0.97,0.31,0.09,0.62,0.715116279069767,0.664634146341463,0.3333,0.6574,0.492,0.0580000000000001,0.0232323232323233,0.829,0.792,0.0310000000000001,0.611818181818182,0.895675675675676,0.832,0.932,0.667,0.562,0.196
"S3_330",0.68,0.16,0.42,1,0.18,0.05,0.99,0.35,0.39,0.62,0.38,0.55,0.43,0.41,0.82,0.0523255813953487,0.670731707317073,0.7205,0.8789,0.0725,0.28,0.861616161616162,0.411,0.648,0.959,0.256363636363636,0.351891891891892,0.514,0.62,0.151,0.492,0.147
"S3_331",0.92,0.68,0.18,0.18,0.23,0.28,0.26,0.43,0.62,0.13,0.28,0.15,0.46,0.67,0.04,0.273255813953488,0.585365853658536,0.4632,0.2516,0.4465,0.165,0.0353535353535354,0.66,0.239,0.14,0.718181818181818,0.865135135135135,0.989,0.145,0.218,0.33,0.012
"S3_332",0.98,0.27,0.02,0.8,0.73,0.28,0.35,0.27,0.53,0.99,0.77,0.35,0.67,0.97,0.61,0.936046511627907,0.50609756097561,0.3196,0.6903,0.2315,0.34,0.507070707070707,0.674,0.883,0.896,0.334545454545455,0.0478378378378377,0.343,0.968,0.133,0.829,0.921
"S3_333",0.09,0.63,0.27,0.57,0.32,0.17,0.17,0.57,0.79,0.62,0.2,0.24,0.97,0.63,0.63,0.825581395348837,0.0914634146341464,0.3109,0.7289,0.743,0.616,0.109090909090909,0.21,0.172,0.669,0.25,0.400540540540541,0.711,0.547,0.861,0.365,0.176
"S3_334",0.85,0.19,1,0.06,0.95,0.9,0.09,0.53,0.84,0.78,0.18,0.78,0.02,0.68,0.12,0.244186046511628,0.00609756097560976,0.5657,0.2368,0.8405,0.59,0.967676767676768,0.402,0.729,0.513,0.765454545454545,0.393783783783784,0.459,0.712,0.097,0.062,0.097
"S3_335",0.26,0.69,0.27,0.29,0.63,0.93,0.94,0.06,0.27,0.63,0.38,0.49,0.89,0.66,0.57,0.622093023255814,0.115853658536585,0.1395,0.9891,0.229,0.736,0.17979797979798,0.192,0.077,0.175,0.714545454545454,0.0589189189189189,0.369,0.304,0.18,0.356,0.785
"S3_336",0.26,0.88,0.32,0.85,0.89,0.54,0.44,0.97,0.59,0,0.54,0.87,0.84,0.96,0.7,0.773255813953488,0.317073170731707,0.8797,0.8414,0.0965,0.159,0.27979797979798,0.795,0.801,0.616,0.262727272727273,0.843783783783784,0.87,0.401,0.055,0.941,0.89
"S3_337",0.1,0.45,0.86,0.36,0.08,0.04,0.63,0.46,0.82,0.49,0.97,0.41,0.12,0.75,0.06,0.866279069767442,0.524390243902439,0.7194,0.2491,0.411,0.613,0.819191919191919,0.172,0.468,0.277,0.321818181818182,0.453783783783784,0.131,0.892,0.248,0.778,0.194
"S3_338",0.34,0.91,0.74,0.77,0.01,0.23,0.91,0.29,0.12,0.82,0.33,0.63,0.47,0.36,0.17,0.232558139534884,0.25,0.3288,0.1583,0.00150000000000006,0.136,0.335353535353535,0.522,0.509,0.587,0.942727272727273,0.837567567567568,0.511,0.809,0.932,0.823,0.471
"S3_339",0.61,0.99,0.64,0.54,0.56,0.32,0.77,0.39,0.39,0.08,0.89,0.26,0.3,0.26,0.41,0.674418604651163,0.810975609756097,0.939,0.5357,0.684,0.407,0.106060606060606,0.92,0.63,0.824,0.982727272727273,0.556486486486486,0.825,0.731,0.752,0.446,0.389
"S3_340",0.34,0.89,0.57,0.86,0.71,0.02,0.48,0.3,0.86,0.41,0.66,0.24,0.89,0.67,0.28,0.418604651162791,0.286585365853659,0.6743,0.0785,0.7355,0.77,0.326262626262626,0.435,0.708,0.166,0.266363636363636,0.391621621621622,0.675,0.167,0.127,0.324,0.174
"S3_341",0.47,0.99,0.83,0.5,0.53,0.59,0.77,0.31,0.25,0.12,0.55,0.12,0.77,0.74,0.5,0.517441860465116,0.640243902439024,0.3786,0.9334,0.7795,0.111,0.0707070707070707,0.012,0.0069999999999999,0.363,0.503636363636364,0.787837837837838,0.499,0.626,0.382,0.257,0.446
"S3_342",0.64,0.09,0.21,0.45,0.82,0.13,0.09,0.88,0.85,1,0.31,0.44,0.24,0.29,0.03,0.720930232558139,0.445121951219512,0.7534,0.1881,0.071,0.508,0.658585858585858,0.327,0.266,0.384,0.0545454545454546,0.782162162162162,0.123,0.647,0.465,0.587,0.275
"S3_343",0.56,0.41,0.79,0.53,0.4,0.18,0.72,0.16,0.49,0.37,0.95,0.13,0.02,0.57,0.45,0.372093023255814,0.975609756097561,0.9268,0.219,0.911,0.92,0.401010101010101,0.28,0.403,0.0649999999999999,0.364545454545455,0.358108108108108,0.528,0.532,0.099,0.174,0.246
"S3_344",0.05,0.56,0.68,0.74,0.2,0.08,0.75,0.89,0.76,0.09,0.29,0.81,0.59,0.34,0.53,0.651162790697674,0.884146341463415,0.1601,0.8947,0.01,0.326,0.586868686868687,0.441,0.915,0.126,0.328181818181818,0.932702702702703,0.079,0.683,0.403,0.162,0.212
"S3_345",0.98,0.77,0.84,0.54,0.61,0.96,0.39,0.93,0.01,0,0.22,0.25,0.49,0.35,0.98,0.982558139534884,0.920731707317073,0.946,0.3957,0.381,0.294,0.567676767676768,0.115,0.221,0.699,0.823636363636364,0.179459459459459,0.949,0.256,0.98,0.794,0.433
"S3_346",0.97,0.1,0.4,0.08,0.06,0.83,0.37,0.94,0.31,0.48,0.18,0.81,0.4,0.24,0.18,0.744186046511628,0.292682926829268,0.5567,0.9655,0.526,0.274,0.616161616161616,0.917,0.0169999999999999,0.779,0.890909090909091,0.161621621621622,0.151,0.108,0.47,0.525,0.646
