scenario,EA_phase_pol,EA_price_pol,EA_cp_pol,US_phase_pol,US_price_pol,US_cp_pol,CN_phase_pol,CN_price_pol,CN_cp_pol,IN_phase_pol,IN_price_pol,IN_cp_pol,RGS_phase_pol,RGS_price_pol,RGS_cp_pol,RGN_phase_pol,RGN_price_pol,RGN_cp_pol,learning_solar,learning_wind,lifetime_solar,lifetime_wind,lead_offshore,lead_onshore,lead_solar,discr,elec_demand,ccgt_price,coal_price,tech_potential
S3_351,0.38,0.88,0.44,0.13,0.63,0.96,0.73,0.65,0.18,0.13,0.15,0.64,0.23,0.3,0.14,0.7,0.57,0.12,-0.391,-0.243,26,27,6,2,3,0.187,0.254,0.539,0.509,0.845
S3_352,0.26,0.03,0.49,0.96,0.81,0.3,0.8,0.41,1,0.85,0.21,0.1,0.31,0.05,0.53,0.05,0.56,0.14,-0.353,-0.116,25,31,7,2,2,0.467,0.769,0.899,0.396,0.447
S3_353,0.33,0.15,0.26,0.87,0.17,0.97,0.36,0.28,0.72,0.11,0.42,0.99,0.69,0.07,0.77,0.26,0.66,0.23,-0.283,-0.263,29,28,3,2,2,0.51,0.638,0.299,0.337,0.144
S3_354,0.86,0.83,0.75,0.21,0.14,0.47,1,0,0.32,0.31,0.95,0.26,0.25,0.66,0.18,0.55,0.17,0.07,-0.274,-0.193,32,29,5,2,2,0.676,0.31,0.981,0.722,0.831
S3_355,0.74,0.82,0.41,0.44,0.79,0.11,0.53,0.74,0.72,0.78,0.01,0.18,0.67,0.32,0.19,0.88,0.62,0.46,-0.326,-0.23,32,27,5,3,3,0.221,0.134,0.395,0.008,0.038
S3_356,0.68,0.82,0.77,0.29,0.59,0.23,0.93,0.92,0.06,0.07,0.54,0.62,0.05,0.51,0.26,0.11,0.2,0.89,-0.298,-0.253,29,31,2,2,3,0.035,0.393,0.543,0.779,0.558
S3_357,0.04,0.8,0.52,0.83,0.56,0.08,0.7,0.03,0.79,0.85,0.6,0.21,0.01,0.46,0.38,0.23,0.4,0.27,-0.347,-0.131,32,29,3,2,3,0.862,0.914,0.29,0.971,0.973
S3_358,0.16,0.5,0.91,0.21,0.32,0.72,0,0.38,0.43,0.45,0.88,0.83,0.32,0.74,0.41,0.98,0.3,0.95,-0.388,-0.232,27,29,4,4,3,0.325,0.963,0.734,0.76,0.634
S3_359,0.54,0.57,0.31,0.62,0.12,0.71,0.92,0.58,0.54,0.7,0.41,0.86,0.86,0.08,0.94,0.76,0.73,0.21,-0.329,-0.17,32,26,6,3,3,0.206,0.857,0.06,0.519,0.886
S3_360,0.9,0.6,0.83,0.15,0.08,0.76,0.31,0.53,0.92,0.95,0.98,0.03,0.34,0.77,0.57,0.42,0.48,0.94,-0.379,-0.127,27,31,5,3,3,0.333,0.801,0.192,0.426,0.761
S3_361,0.6,0.63,0.18,0.34,0.41,0.37,0.46,0.19,0.74,0.73,0.36,0.27,0.54,0.96,0.37,0.19,0.2,0.82,-0.305,-0.272,28,26,5,1,4,0.379,0.83,0.062,0.799,0.237
S3_362,0.93,0.01,0.82,0.33,0.3,0.63,0.77,0.34,0.43,0.23,0.93,0.71,0.87,0.01,0.01,0.38,0.56,0.52,-0.343,-0.227,32,29,6,2,4,0.049,0.767,0.68,0.165,0.065
S3_363,0.78,0.07,0.81,0.74,0.04,0.04,0.66,0.34,0.72,0.67,0.22,0.59,0.82,0.46,0.7,0.6,0.19,0.07,-0.328,-0.146,31,33,3,4,1,0.089,0.358,0.806,0.597,0.352
S3_364,0.08,0.31,0.15,0.89,0.19,0.56,0.99,0.1,0.06,0.43,0.97,0.75,0.71,0.82,0.83,0.77,0.46,0.15,-0.308,-0.241,33,34,5,2,2,0.775,0.277,0.727,0.55,0.568
S3_365,0.34,0.39,0.78,0.06,0.22,0.33,0.52,0.86,0.17,0.65,0.09,0.28,0.65,0.26,0.14,0.88,0.7,0.67,-0.314,-0.258,28,31,3,2,2,0.465,0.002,0.957,0.461,0.263
S3_366,0.46,0.87,0.89,0.4,0.65,0.13,0.55,0.14,0.75,1,0.11,0.97,0.43,0.38,0.1,0.84,0.91,0.22,-0.315,-0.135,32,35,6,2,3,0.444,0.773,0.024,0.35,0.256
S3_367,0.23,0.52,0.13,0.1,0.49,0.5,0.96,0.8,0.84,0.08,0.86,0.58,0.37,0.56,0.13,0.83,0.28,0.05,-0.395,-0.225,32,33,5,3,2,0.996,0.855,0.225,0.175,0.027
S3_368,0.34,0.02,0.27,0.81,0.95,0.7,0.65,0.37,0.08,0.11,0.58,0.44,0.14,0.51,0.45,0.62,0.1,0.94,-0.29,-0.246,31,32,4,3,3,0.687,0.288,0.57,0.665,0.627
S3_369,0.77,0.21,0.7,0.48,0.75,0.93,0.21,0.46,0.34,0.5,0.29,0.67,0.65,0.92,0.77,0.07,0.66,0.29,-0.356,-0.12,31,25,3,3,4,0.037,0.85,0.756,0.096,0.637
S3_370,0.4,0.94,0.48,0.81,0.33,0.66,0.94,0.73,0.6,0.41,0.19,0.08,0.25,0.68,0.13,0.21,0.15,0.63,-0.347,-0.214,28,32,3,2,4,0.592,0.469,0.962,0.821,0.23
S3_371,0.4,0.47,0.8,0.14,0.84,0.55,0.49,0.26,0.5,0.59,0.65,0.13,0.08,0.09,0.9,0.55,0.38,0.35,-0.348,-0.222,31,33,5,2,2,0.73,0.729,0.195,0.217,0.658
S3_372,0.06,0.12,0.33,0.11,0.76,0.79,0.13,0.35,0.48,0.54,0.54,0.11,0.36,0.71,0.59,0.13,0.24,0.96,-0.279,-0.119,27,33,3,4,1,0.167,0.083,0.855,0.404,0.34
S3_373,0.06,0.04,0.73,0.53,0.83,0.35,0.99,0.41,0.39,0.72,0.49,0.06,0.62,0.14,0.86,0.99,0.37,0.72,-0.345,-0.165,29,27,2,1,2,0.598,0.055,0.626,0.258,0.381
S3_374,0.48,0.75,0.9,0.09,0.33,0.95,0.08,0.55,0.96,0.6,0.28,0.37,0.17,0.42,0.2,0.56,0.26,0.74,-0.393,-0.247,33,28,8,2,4,0.822,0.942,0.927,0.183,0.279
S3_375,0.3,0.68,0.37,0.72,0.6,0.84,0.9,0.51,0.4,0.93,0.46,0.66,0.79,0.55,0.98,0.78,0.03,0.55,-0.404,-0.148,31,33,4,2,2,0.53,0.024,0.712,0.979,0.59
S3_376,0.35,0.58,0.1,0.53,0.14,0.63,0.9,0.1,0.26,0.79,0.95,0.21,1,0.98,0.48,0.54,0.23,0.05,-0.288,-0.215,34,34,3,4,3,0.606,0.84,0.276,0.496,0.249
S3_377,0.01,0.92,0.74,0.88,0.32,0.12,0.6,0.82,0.9,0.09,0.56,0.77,1,0.23,0.16,0.99,0.6,0.8,-0.292,-0.118,29,32,7,3,1,0.856,0.463,0.838,0.787,0.478
S3_378,0.63,0.62,0.37,0.18,0.4,0.83,0.89,0.08,0.82,0.09,0.19,0.35,0.2,0.58,0.05,0.54,0.63,0.52,-0.399,-0.126,33,26,3,2,2,0.536,0.153,0.12,0.336,0.193
S3_379,0.89,0.92,0.08,0.65,0.17,0.73,0.82,0.35,0.25,0.89,0.51,0.31,0.27,0.75,0.15,0.05,0.14,0.49,-0.329,-0.204,28,26,3,3,2,0.189,0.173,0.866,0.1,0.17
S3_380,0.91,0.47,0.35,0.63,0.83,0.25,0.14,0.1,0.06,0.02,0.75,0.72,0.74,0.82,0.63,0.14,0.65,0.71,-0.396,-0.144,29,34,3,3,2,0.705,0.221,0.487,0.983,0.958
S3_381,0.11,0.47,0.68,0.12,0.61,0.17,0.18,0.5,0.49,0.05,0.07,0.79,0.65,0.32,0.23,0.07,0.39,0.48,-0.319,-0.223,33,27,5,2,3,0.826,0.16,0.832,0.54,0.705
S3_382,0.32,0.97,0.97,0.99,0.47,0.52,0.39,0.72,0.05,0.41,0.94,0.81,0.48,0.08,0.31,0.33,0.24,0.86,-0.397,-0.265,35,26,3,2,4,0.296,0.566,0.141,0.065,0.739
S3_383,0.69,0.32,0.94,0.48,0.32,0.99,0.35,0.09,0.15,0.58,0,0.68,0.2,0.48,0.6,0.69,0.36,0.34,-0.38,-0.234,33,26,5,3,2,0.075,0.807,0.102,0.415,0.413
S3_384,0.15,0.72,0.2,0.13,0.22,0.15,0.57,0.19,0.32,0.66,0.74,0.65,0.93,0.61,0.52,0.51,0.22,0.71,-0.311,-0.153,25,31,5,3,3,0.777,0.947,0.455,0.794,0.304
S3_385,0.16,0.09,0.09,0.93,0.24,0.21,0.76,0.46,0.47,0.4,0.54,0.39,0.13,0.07,0.95,0.47,0.84,0.55,-0.398,-0.198,32,27,5,3,2,0.782,0.663,0.443,0.343,0.888
S3_386,0.94,0.85,0.36,0.17,0.52,0.68,0.74,0.3,0.37,0.9,0.15,0.54,0.56,0.68,0.69,0.42,0.56,0.03,-0.262,-0.153,26,31,6,3,3,0.926,0.423,0.431,0.924,0.045
S3_387,0.51,0.72,0.05,0.04,0.69,0.4,0.58,0.07,0,0.07,0.22,0.66,0.39,0.06,0.1,0.94,0.76,0.15,-0.344,-0.187,28,30,7,4,3,0.12,0.944,0.572,0.138,0.058
S3_388,0.25,0.77,0.6,0.76,0.88,0.26,0.64,0.85,0.03,0.81,0.45,0.77,0.14,0.81,0.41,0.75,0.42,0.68,-0.369,-0.137,30,28,5,3,2,0.274,0.014,0.379,0.582,0.638
S3_389,0.08,0.99,0.06,0,0.85,0.02,0.05,0.56,0.55,0.03,0.27,0.62,0,0.86,0,0.34,0.98,0.58,-0.4,-0.203,34,31,7,2,3,0.719,0.326,0.951,0.927,0.488
S3_390,0.07,0.27,0.51,0.36,0.91,0.39,0.29,0.78,0.17,0.92,0.89,0.75,0.87,0.42,0.69,0.96,1,0.09,-0.33,-0.268,31,34,4,4,2,0.494,0.842,0.457,0.444,0.124
S3_391,0.61,0.18,0.09,0.08,0.58,0.45,0.53,0.8,0.99,0.66,0.02,0.27,0.41,0.53,0.5,0.2,0.27,0.87,-0.379,-0.23,33,32,5,2,3,0.307,0.85,0.006,0.466,0.797
S3_392,0.65,0.76,0.38,0.49,0.28,0.25,0.28,0.52,0.24,0.82,0.84,0.15,0.68,0.93,0.19,0.34,0.88,0.27,-0.365,-0.151,27,34,8,1,2,0.788,0.955,0.29,0.211,0.957
S3_393,0.3,0.72,0.39,0.79,0.45,0.8,0.74,0.31,0.39,0.16,0.17,0.86,0.45,0.63,0.81,0.21,0.95,0.32,-0.287,-0.247,28,28,4,2,3,0.416,0.816,0.358,0.507,0.793
S3_394,0.49,0.14,0.77,0.37,0.15,0.72,0.57,0.69,0.41,0.12,0.9,0.75,0.9,0.54,0.72,0.79,0.39,0.68,-0.322,-0.21,35,30,4,1,2,0.208,0.265,0.965,0.125,0.332
S3_395,0.55,0.32,0.81,0.4,0.15,0.3,0.82,0.56,0.57,0.71,0.68,0.97,0.78,0.33,0.73,0.63,0.37,0.37,-0.238,-0.15,27,32,7,1,1,0.592,0.651,0.215,0.905,0.422
S3_396,0.4,0.93,0.92,0.85,0.25,0.57,0.86,0.18,0.52,0.31,0.28,0.93,0.1,0.89,0.48,0.47,0.09,0.15,-0.384,-0.267,31,35,2,3,4,0.175,0.659,0.922,0.587,0.582
S3_397,0.79,0.1,0.64,0.93,0.28,0.03,0.41,0.58,0.37,0.61,0.63,0.02,0.23,0.99,0.67,0.52,0.94,0.24,-0.378,-0.268,30,33,8,4,4,0.654,0.403,0.17,0.618,0.528
S3_398,0.21,0.54,0.39,0.33,0.4,0.01,0.78,0.27,0.3,0.07,0.6,0.56,0.64,0.52,0.86,0.7,0.72,0.31,-0.35,-0.233,29,29,5,3,4,0.428,0.552,0.128,0.782,0.355
S3_399,0.69,0.08,0.45,1,0.11,0.26,0.53,0.87,0.07,0.83,0.58,0.08,0.61,0.83,0.65,0.92,0.45,0.32,-0.338,-0.163,31,26,4,3,3,0.282,0.418,0.318,0.355,0.521
S3_400,0.19,0.84,0.77,0.54,0.27,0.11,0.4,0.01,0.63,0.36,0.8,0.21,0.06,0.6,0.62,0.72,0.98,0.13,-0.375,-0.157,34,30,6,1,3,0.876,0.649,0.162,0.367,0.492
S3_401,0,0.98,0.88,0.23,0,0.5,0.97,0.26,0.64,0.78,0.59,0.73,0.49,0.24,0.3,0.92,0.34,0.37,-0.254,-0.171,33,29,2,3,3,0.972,0.587,0.724,0.656,0.067
S3_402,0.32,0.13,0.55,0.96,0.48,0.06,0.59,0.8,0.34,0.37,0.27,0.18,0.74,0.28,0.27,0.61,0.71,0.81,-0.326,-0.176,27,30,4,4,2,0.973,0.305,0.587,0.066,0.091
S3_403,0.75,0.66,0.75,0.94,0.32,0.06,0.41,0.46,0.98,0.5,0.6,0.21,0.59,0.72,0.08,0.31,0.53,0.76,-0.357,-0.176,26,26,4,1,2,0.55,0.127,0.475,0.155,0.176
S3_404,0.04,0.3,0.56,0.82,0.9,0.59,0.77,0.59,0.64,0.52,0.3,0.23,0.67,0.32,0.74,0.81,0.13,0.99,-0.234,-0.118,25,26,4,3,2,0.398,0.753,0.975,0.092,0.778
S3_405,0.29,0.36,0.32,0.81,0.23,0.5,0.66,0.44,0.16,0.15,0.62,0.32,0.35,0.95,0.46,0.48,0.45,0.83,-0.248,-0.192,35,27,2,1,1,0.543,0.203,0.343,0.327,0.017
S3_406,0.01,0.27,0.11,0.14,0.09,0.36,0.94,0.34,0.61,0.36,0.22,0.34,0.85,0.53,0.68,0.81,0.29,0.81,-0.364,-0.121,28,34,2,2,3,0.263,0.184,0.982,0.036,0.867
S3_407,0.36,0,0.4,0.37,0.27,0.96,0.86,0.06,0.71,0.71,0.32,0.18,0.86,0.12,0.41,0.71,0.29,0.25,-0.278,-0.185,32,33,7,3,1,0.317,0.444,0.963,0.441,0.199
S3_408,0.93,0.64,0.08,0.98,0.05,0.67,0.86,0.92,0.65,0.01,0.02,1,0,0.19,0.83,0.1,0.95,0.36,-0.393,-0.238,28,28,3,1,3,0.23,0.785,0.088,0.608,0.166
S3_409,0.54,0.81,0.55,0.66,0.78,0.32,0.29,0.03,0.56,0.72,0.86,0.49,0.73,0.22,0.04,0.12,0.52,0.79,-0.255,-0.236,28,26,6,1,4,0.842,0.244,0.312,0.458,0.924
S3_410,0.85,0.96,0.56,0.13,0.38,0.96,0.47,0.3,0.14,0.76,0.7,0.8,0.79,0.81,0.3,0.41,0.47,0.07,-0.371,-0.276,30,35,5,1,1,0.302,0.485,0.85,0.16,0.824
S3_411,0.27,0.24,0.65,0.91,0.61,0.61,0.56,0.31,0.09,0.78,0.8,0.79,0.77,0.75,0.61,0.24,0.49,0.72,-0.3,-0.274,33,27,5,1,3,0.38,0.335,0.648,0.256,0.843
S3_412,0.69,0.29,0.43,0.72,0.86,0.49,0.37,0.14,0.4,0.52,0.24,0.47,0.2,0.72,0.27,0.87,0.07,0.23,-0.29,-0.183,30,34,4,3,1,0.76,0.291,0.038,0.578,0.863
S3_413,0.65,1,0.05,0.78,0.35,0.78,0.82,0.35,0.93,0.15,0.06,0.69,0.08,0.85,0.45,0.9,0.35,0.34,-0.246,-0.229,34,26,7,2,3,0.471,0.426,0.275,0.127,0.919
S3_414,0.83,0.3,0.46,0.68,0.81,0.18,0.28,0.63,0.29,0.44,0.77,0.02,0.75,0.08,0.83,0.8,0.5,0.64,-0.363,-0.275,30,29,7,2,1,0.2,0.482,0.821,0.151,0.899
S3_415,0.51,0.48,0.52,0.92,1,0.26,0.85,0.95,0.2,0.65,0.61,0.84,0.74,0.57,0.69,0.56,0.26,0.89,-0.309,-0.177,33,33,2,4,1,0.757,0.787,0.155,0.051,0.573
S3_416,0.44,0.07,0.3,0.15,0.77,0.85,0.93,0.12,0.41,0.33,0.61,0.43,0.32,0.98,0.25,0.29,0.38,0.59,-0.377,-0.212,31,26,8,2,2,0.224,0.776,0.835,0.777,0.149
S3_417,0.86,0.52,0.37,0.4,0.14,0.55,0.58,0.28,0.7,0.39,0.47,0.4,0.61,0.15,0.44,0.32,0.59,0.9,-0.39,-0.225,28,34,6,3,2,0.474,0.626,0.695,0.722,0.248
S3_418,0.8,0.61,0.47,0.45,0.84,0.27,0.35,0.14,0.42,0.25,0.81,0.98,0.11,0.39,0.28,0.22,0.95,0.16,-0.361,-0.127,26,28,4,1,1,0.751,0.98,0.294,0.524,0.072
S3_419,0.32,0.71,0.33,0.96,0.31,0.26,0.42,0.1,0.88,0.13,0.44,0.95,0.42,0.01,0.2,0.73,0.31,0.28,-0.286,-0.226,28,31,6,1,2,0.311,0.198,0.095,0.414,0.916
S3_420,0.44,0.15,0.06,0.32,0.51,0.38,0.91,0.43,0.26,0.01,0.91,0.02,0.95,0.52,0.95,0.83,0.26,0.09,-0.254,-0.169,32,35,4,2,1,0.579,0.716,0.121,0.268,0.165
S3_421,0.05,0.49,0.22,0.58,0.67,0.23,0.17,0.26,0.76,0.95,0.33,0.29,0.4,0.99,0.31,0.35,0.62,0.09,-0.272,-0.175,28,31,7,2,4,0.119,0.456,0.523,0.005,0.457
S3_422,0.76,0.1,0.32,0.18,0.67,0.65,0.25,1,0.5,0.12,0.33,0.58,0.6,0.1,0.47,0.97,0.12,0.66,-0.393,-0.142,27,27,4,4,3,0.524,0.924,0.992,0.643,0.467
S3_423,0.25,0.89,0.95,0.58,0.68,0.88,0.78,0.86,0.36,0.5,0.73,0.81,0.69,0.35,0.21,0.86,0.54,0.82,-0.253,-0.267,26,34,4,3,2,0.92,0.162,0.189,0.965,0.484
S3_424,0.95,0.31,0.7,0.83,0.01,0.9,0.25,0.3,0.44,0.35,0.92,0.17,0.24,0.78,0.59,0.04,0.1,0.72,-0.319,-0.179,28,34,3,1,2,0.566,0.157,0.111,0.314,0.154
S3_425,0.78,0.49,0.2,0.71,0.52,0.58,0.48,0.91,0.09,0.66,0.86,0.01,0.92,0.26,1,0.6,0.3,0.83,-0.387,-0.119,28,29,3,2,1,0.063,0.441,0.192,0.043,0.131
S3_426,0.64,0.47,0.88,0.64,0.09,0.85,0.03,0.61,0.14,0.22,0.45,0.51,0.79,0.93,0.59,0.11,0.2,0.3,-0.285,-0.257,30,28,3,2,3,0.993,0.848,0.469,0.468,0.267
S3_427,0.84,0.92,0.22,0.64,0.75,0.72,0.66,0.42,0.65,0.02,0.36,0.88,0.39,0.78,0.17,0.69,0.87,1,-0.283,-0.115,27,28,3,2,2,0.498,0.207,0.283,0.94,0.286
S3_428,0.64,0.27,0.36,0.9,0.1,0.4,0.4,0.98,0.87,0.46,0.37,0.05,0.31,0.88,0.71,0.97,0.98,0.81,-0.392,-0.241,34,30,7,1,1,0.615,0.93,0.352,0.342,0.428
S3_429,0.61,0.21,0.61,0.52,0.19,0.8,0.29,0.36,0.83,0.28,0.26,0.11,0.42,0.85,0.82,0.93,0.33,0.61,-0.334,-0.212,30,34,7,2,2,0.912,0.936,0.204,0.398,0.81
S3_430,0.71,0.49,0.69,0.17,0.79,0.33,0.33,0.2,0.99,0.39,0.11,0.93,0.25,0.95,0.04,0.48,0.21,0.52,-0.269,-0.133,27,26,6,2,3,0.645,0.061,0.133,0.67,0.433
S3_431,0.43,0.52,0.82,0.75,0.16,0.36,0.15,0.01,0.87,0.05,0.82,0.19,0.22,0.21,0.92,0.63,0.79,0.46,-0.263,-0.182,31,35,5,3,2,0.173,0.154,0.065,0.949,0.141
S3_432,0.42,0.41,0.66,0.79,0.56,0.67,0.02,0.91,0.69,0.81,0.81,0.63,0.67,0.12,0.71,0.11,0.03,0.64,-0.293,-0.115,28,27,3,1,1,0.642,0.887,0.58,0.381,0.243
S3_433,0.18,0.56,0.37,0.84,0.04,0.98,0.54,0.31,0.32,0.05,0.45,0.5,0.58,0.64,0.28,0.83,0.91,0.69,-0.27,-0.158,29,31,5,2,2,0.127,0.693,0.45,0.157,0.266
S3_434,0.22,0.76,0.97,0.81,0.96,0.69,0.12,0.71,0.96,0.69,0.73,0.46,0.37,0.44,0.55,0.43,0.76,0.33,-0.376,-0.178,34,29,5,2,1,0.164,0.044,0.683,0.561,0.585
S3_435,0.39,0.67,0.19,0.78,0.44,0.67,0.27,0.25,0.58,0.61,0.39,0.47,0.11,0.56,0.54,0.97,0.04,0.58,-0.242,-0.235,32,33,7,3,3,0.104,0.876,0.006,0.995,0.444
S3_436,0.01,0.39,0.69,0.52,0.52,0.43,0.33,0.49,0.94,0.25,0.36,0.77,0.36,0.71,0.32,0.08,0.95,0.97,-0.394,-0.112,27,26,5,3,2,0.065,0.938,0.337,0.569,0.45
S3_437,0.59,0.77,0.21,0.42,0.04,0.39,0.17,0.72,0.67,0.09,0.68,0.83,0.07,0.75,0.64,0.51,0.42,0.89,-0.243,-0.269,35,35,8,3,3,0.525,0.749,0.889,0.748,0.537
S3_438,0.67,0.03,0.64,0.97,1,0.57,0.95,0.83,0.14,0.64,0.62,0.73,0.81,0.1,0.82,0.98,0.49,0.01,-0.281,-0.244,35,33,7,3,4,0.668,0.634,0.417,0.92,0.889
S3_439,0.33,0.81,0.6,0.03,0.63,0.81,0.66,0.72,1,0.33,0.21,0.04,0.06,0.57,0.51,0,0.92,0.27,-0.256,-0.222,29,28,7,1,2,0.684,0.034,0.675,0.876,0.245
S3_440,0.67,0.06,0.17,0.31,0.49,0.12,0.51,0.03,0.11,0.06,0.31,0.98,0.93,0.44,0.19,0.9,0.11,0.2,-0.284,-0.152,31,32,8,3,4,0.959,0.263,0.055,0.149,0.874
S3_441,0.12,0.37,0.24,0.92,0.89,0.89,0.48,0.25,0.22,0.54,0.65,0.74,0.07,0.47,0.81,0.02,0.55,0.39,-0.286,-0.174,30,25,5,3,2,0.989,0.516,0.82,0.62,0.905
S3_442,0.48,0.09,0.92,0.23,0.75,0.92,0.38,0.53,0.8,0.97,0.36,0.53,0.14,0.95,0.99,0,0.58,0.15,-0.296,-0.17,33,32,8,2,3,0.446,0.052,0.362,0.957,0.418
S3_443,0.71,0.07,0.84,0.59,0.18,0.13,0.35,0.94,0.78,0.91,0.33,0.9,0.97,0.27,0.64,0.38,0.63,0.94,-0.319,-0.256,28,25,5,2,2,0.242,0.274,0.238,0.133,0.234
S3_444,0.71,0.83,0.41,0.08,0.64,0.28,0.26,0.37,0.24,0.27,0.41,0.38,0.83,0.97,0.65,0.72,0.09,0.08,-0.307,-0.113,31,25,4,4,2,0.369,0.136,0.136,0.16,0.256
S3_445,0.8,0.18,0.03,0.72,0.7,0.53,0.13,0.76,0.51,0.63,0.69,0.18,0.02,0.01,0.51,0.04,0.44,0.64,-0.352,-0.152,32,28,4,3,1,0.473,0.327,0.635,0.142,0.52
S3_446,0.03,0.2,0.01,0.89,0.25,0.87,0.63,0.16,0.47,0.68,0.87,0.23,0.56,0.05,0.22,0.7,0.07,0.88,-0.247,-0.208,26,32,6,2,1,0.871,0.862,0.199,0.71,0.922
S3_447,0.99,0.17,0.44,0.12,0.18,0.18,0.41,0.5,0.52,0.67,0.91,0.29,0.02,0.76,0.32,0.04,0.34,0.38,-0.389,-0.22,31,33,3,1,3,0.857,0.409,0.396,0.514,0.771
S3_448,0.83,0.45,0.29,0.82,0.27,0.34,0.94,0.64,0.72,0.56,0.73,0.11,0.34,0.66,0.94,0.21,0.28,0.25,-0.337,-0.141,35,34,3,2,2,0.909,0.603,0.753,0.676,0.934
S3_449,0.37,0.04,0.64,0.87,0.28,0.93,0.02,0.79,0.85,0.33,0.58,0.61,0.17,0.17,0.41,0.37,0.6,0.43,-0.238,-0.149,25,29,7,1,1,0.287,0.798,0.176,0.627,0.477
S3_450,0.79,0.51,0.78,0.98,0.31,0.77,0.16,0.42,0.27,0.03,0.23,0.57,0.74,0.91,0.8,0.98,0.98,0.84,-0.256,-0.25,25,27,7,3,4,0.991,0.562,0.003,0.87,0.954
S3_451,0.91,0.93,0.97,0.38,0.26,0.97,0.33,0.61,0.29,0.29,0.96,0.41,0.26,0.81,0.13,0.78,0.29,0.68,-0.239,-0.215,28,29,7,2,2,0.459,0.711,0.622,0.103,0.397
S3_452,0.81,0.04,0.9,0.97,0.24,0.96,0.81,0.87,0.26,0.34,0.98,0.6,0.3,0.06,0.38,0.06,0.87,0.04,-0.324,-0.13,27,26,8,3,1,0.659,0.724,0.471,0.553,0.272
S3_453,0.75,0.59,0.4,0.64,0.96,0.4,0.58,0.88,0.66,0.14,0.74,0.86,0.44,0.7,0.34,0.69,0.02,0.02,-0.313,-0.127,26,35,7,3,1,0.116,0.894,0.021,0.913,0.804
S3_454,0.43,0.98,0.56,0.12,0.53,0.66,0.2,0.49,0.2,0.8,0.23,0.92,0.09,0.57,0.13,0.7,0.14,0.22,-0.372,-0.123,31,28,4,3,1,0.612,0.968,0.88,0.285,0.82
S3_455,0.87,0.55,0.59,0.77,0.37,0.09,0.6,0.73,0.23,0.1,0.16,0.72,0.47,0.91,0.48,0.18,0.29,0.41,-0.333,-0.211,25,29,6,3,1,0.094,0.92,0.815,0.186,0.896
S3_456,0.54,0.68,0.27,0.03,0.15,0.99,0.63,0.22,0.61,0.96,0.86,0.14,0.84,0.69,0.86,0.25,0.63,0.29,-0.401,-0.213,30,29,2,3,4,0.234,0.835,0.639,0.069,0.7
S3_457,0.28,0.11,0.65,0.96,0.83,0.88,0.14,0.65,0.97,0.44,0.99,0.26,0.98,0.29,0.14,0.32,0.67,0.92,-0.24,-0.242,29,32,7,3,3,0.708,0.881,0.63,0.625,0.548
S3_458,0.82,0.76,0.71,0.28,0.86,0.98,0.58,0.08,0.81,0.91,0.85,0.35,0.89,0.65,0.52,0.22,0.09,0.78,-0.239,-0.16,34,26,2,2,3,0.13,0.381,0.648,0.673,0.326
S3_459,0.18,0.45,0.46,0.55,0.98,0.13,0.18,0.6,0.84,0.12,0.47,0.78,0.28,0.36,0.07,0.23,0.17,0.1,-0.37,-0.259,32,34,7,3,1,0.793,0.825,0.33,0.204,0.409
S3_460,0.89,0.82,0.63,0.61,0.61,0.24,0.62,0.39,0.06,0.79,0.05,0.85,1,0.52,0.57,0.31,0.96,0.53,-0.384,-0.199,28,30,7,4,4,0.681,0.216,0.077,0.333,0.367
S3_461,0.46,0.15,0.17,0.25,0.48,0.65,0.52,0.98,0.82,0.66,0.77,0.08,0.8,0.61,0.39,0.58,0.92,0.55,-0.356,-0.243,27,32,2,4,2,0.332,0.666,0.971,0.324,0.161
S3_462,0.38,0.94,0.22,0.8,0.21,0.16,0.45,0.66,0.4,0.86,0.38,0.81,0.32,0.02,0.74,0.91,0.28,0.53,-0.287,-0.199,25,32,8,3,1,0.492,0.643,0.688,0.768,0.301
S3_463,0.07,0.82,0.63,0.15,0.01,0.04,0.24,0.35,0.08,0.17,0.03,0.51,0.9,0.59,0.53,0.4,0.72,0.91,-0.282,-0.272,32,32,4,2,2,0.144,0.102,0.751,0.653,0.859
S3_464,0.71,0.87,0.62,0.97,0.75,0.54,0.11,0.55,0.8,0.58,0.55,0.04,0.18,0.07,0.43,0.57,0.73,0.18,-0.251,-0.216,29,26,7,3,3,0.025,0.367,0.812,0.546,0.095
S3_465,0.53,0.67,0.39,0,0.9,0.86,0.89,0.59,0.15,0.72,0.15,0.66,0.22,0.6,0.06,0.06,0.07,0.1,-0.311,-0.124,31,34,4,4,3,0.42,0.903,0.505,0.23,0.486
S3_466,0.74,0.9,0.04,0.49,0.99,0.03,0.83,0.5,0.38,0.2,0.16,0.9,0.56,0.86,0.28,0.92,0.93,0.27,-0.34,-0.183,30,32,7,1,2,0.571,0.4,0.637,0.188,0.486
S3_467,0.24,0.39,0.59,0.9,0.19,0.75,0.44,0.95,0.1,0.64,0.35,0.49,0.04,0.03,0.02,0.61,0.75,0.7,-0.236,-0.267,26,33,5,3,3,0.917,0.874,0.722,0.488,0.316
S3_468,0.85,0.62,0.92,0.47,0.21,0.08,0.42,0.2,0.23,0.93,0.03,0.06,0.27,0.23,0.32,0.53,0.74,0.69,-0.301,-0.207,31,33,3,2,1,0.361,0.478,0.263,0.003,0.293
