scenario,US_phase_pol,US_price_pol,US_cp_pol,CN_phase_pol,CN_price_pol,CN_cp_pol,IN_phase_pol,IN_price_pol,IN_cp_pol,RGS_phase_pol,RGS_price_pol,RGS_cp_pol,RGN_phase_pol,RGN_price_pol,RGN_cp_pol,learning_solar,learning_wind,lifetime_solar,lifetime_wind,lead_onshore,lead_solar,lead_commission,cr_wind,cr_solar,discr,elec_demand,ccgt_price,coal_price,tech_potential
S3_329,0.71,0.42,0.01,0.9,0.83,0.64,0.15,0.34,0.46,0.22,0.89,0.39,0.14,0.55,0.41,-0.257,-0.144,25.959,25.847,2.226,1.496,0.331,-0.798,-2.224,0.466,0.066,0.333,0.015,0.784
S3_330,0.37,0.63,0.25,0.95,0.47,0.41,0.35,0.76,0.83,0.46,0.79,0.67,0.1,0.17,0.5,-0.241,-0.17,29.145,28.652,2.467,1.431,0.26,-1.056,-1.698,0.825,0.102,0.612,0.82,0.374
S3_331,0.4,0.86,0.35,0.91,0.87,0.58,0.07,0.21,0.71,0.15,0.91,0.4,0.68,0.87,0.35,-0.328,-0.256,25.669,32.502,2.831,1.199,0.392,-0.875,-2.915,0.17,0.143,0.33,0.328,0.896
S3_332,0.15,0.46,0.99,0.39,0.87,0.12,0.64,0.33,0.93,0.93,0.54,0.37,0.17,0.26,0.98,-0.272,-0.163,31.285,25.357,2.141,1.984,0.897,-0.928,-1.635,0.553,0.261,0.677,0.928,0.776
S3_333,0.25,0.64,0.88,0.98,0.3,0.98,0.19,0.01,0.71,0.04,0.17,0.63,0.47,0.55,0.25,-0.318,-0.247,28.274,34.001,2.682,2.146,0.832,-1.051,-3.047,0.742,0.974,0.741,0.296,0.779
S3_334,0.93,0.19,0.46,0.07,0.45,0.78,0.2,0.25,0.92,0.65,0.96,0.08,0.54,0.1,0.56,-0.287,-0.18,26.942,32.135,2.015,1.677,0.786,-0.701,-1.435,0.703,0.543,0.121,0.076,0.6
S3_335,0.09,0.27,0.25,0.67,0.66,0.13,0.98,0.42,0.29,0.24,0.48,0.5,0.21,0.57,0.96,-0.384,-0.271,34.345,30.865,2.312,2.585,0.302,-1.006,-2.909,0.256,0.308,0.139,0.324,0.641
S3_336,0.67,0.15,0.66,0.31,0.13,0.66,0.32,0.78,0.09,0.53,0.28,0.04,0.7,0.38,0.75,-0.259,-0.161,33.371,27.784,2.804,1.951,0.657,-0.926,-2.623,0.345,0.222,0.184,0.32,0.841
S3_337,0.17,0.54,0.09,0.78,0.29,0.81,0.39,0.87,0.46,0.89,0.18,0.18,0.85,0.56,0.04,-0.395,-0.257,30.35,30.066,2.051,1.937,0.235,-0.905,-2.681,0.146,0.197,0.064,0.027,0.211
S3_338,0.67,0.84,0.43,0.79,0.65,0.16,0.19,0.93,0.49,0.08,0.38,0.37,0.18,0.78,0.96,-0.39,-0.157,29.534,31.499,2.53,2.713,0.965,-0.67,-1.852,0.503,0.228,0.37,0.455,0.639
S3_339,0.13,0.03,0.02,0.47,0.76,0.59,0.67,0.23,0.29,0.17,0.72,0.08,0.95,0.42,0.24,-0.36,-0.126,25.642,29.29,2.893,1.04,0.351,-1.047,-2.445,0.918,0.453,0.081,0.98,0.709
S3_340,0.85,0.72,0.13,0.15,0.23,0.88,0.92,0.22,0.72,0.56,0.77,0.19,0.29,0.61,0.53,-0.274,-0.119,31.9,34.808,2.393,1.997,0.828,-0.956,-1.488,0.044,0.742,0.686,0.774,0.781
S3_341,0.72,0.92,0.83,0.18,0.2,0.08,0.99,0.42,0.92,0.67,0.12,0.08,0.33,0.2,0.02,-0.31,-0.204,26.895,25.624,2.181,1.342,0.89,-0.917,-1.746,0.035,0.982,0.492,0.071,0.618
S3_342,0.07,0.31,0.59,0.11,0.06,0.79,0.86,0.52,0.55,0.66,0.12,0.74,0.54,0.86,0.07,-0.319,-0.161,31.449,32.046,2.519,2.054,0.865,-0.772,-2.718,0.287,0.095,0.987,0.27,0.91
S3_343,0.69,0.22,0.76,0.39,0.79,0.37,0.32,0.3,0.33,0.23,0.28,0.52,0.91,0.9,0.84,-0.233,-0.153,29.735,26.191,2.707,1.81,0.253,-0.747,-3.167,0.312,0.646,0.395,0.637,0.735
S3_344,0.86,0.56,0.36,0.38,0.77,0.89,0.92,0.57,0.97,0.23,0.24,0.09,0.24,0.18,0.98,-0.389,-0.194,28.826,25.487,2.076,1.415,0.524,-0.969,-2.341,0.116,0.421,0.641,0.753,0.675
S3_345,0.77,0.37,0.44,0.61,0.26,0.7,0.5,0.44,0.81,0.95,0.51,0.31,0.1,0.72,0.21,-0.358,-0.269,30.449,26.462,2.936,2.227,0.87,-0.796,-1.439,0.026,0.433,0.268,0.997,0.97
S3_346,0.54,0.85,0.6,0.03,0.31,0.1,0.48,0.1,0.15,0.77,0.4,0.82,0.51,0.98,0.83,-0.337,-0.158,29.169,26.0,2.978,2.664,0.371,-0.845,-2.05,0.097,0.022,0.144,0.782,0.792
S3_347,0.38,0.01,0.56,0.09,0.7,0.16,0.59,0.53,0.13,0.71,0.13,0.83,0.08,1.0,0.83,-0.329,-0.148,32.523,30.693,2.947,1.39,0.743,-0.629,-1.991,0.088,0.466,0.918,0.466,0.284
S3_348,0.87,0.93,0.24,0.06,0.08,1.0,0.66,0.49,0.43,0.14,1.0,0.62,0.88,0.67,0.32,-0.283,-0.129,32.135,33.115,2.258,1.422,0.842,-0.826,-1.885,0.454,0.031,0.967,0.999,0.363
S3_349,0.87,0.65,0.9,0.64,0.06,0.25,0.59,0.24,0.08,0.29,0.73,0.01,0.21,0.75,0.82,-0.373,-0.117,31.218,28.978,2.116,2.498,0.452,-1.027,-2.427,0.716,0.075,0.382,0.586,0.138
S3_350,0.93,0.76,0.43,0.97,0.53,0.77,0.61,0.98,0.41,0.74,0.64,0.06,0.98,0.03,0.32,-0.38,-0.196,25.855,26.907,2.759,1.195,0.539,-0.955,-2.325,0.81,0.939,0.242,0.694,0.791
S3_351,0.76,0.89,0.76,0.47,0.28,0.9,0.81,0.42,0.05,0.91,0.99,0.74,0.51,0.18,0.42,-0.238,-0.151,26.358,26.532,2.213,1.768,0.022,-0.763,-1.651,0.077,0.553,0.868,0.76,0.788
S3_352,0.98,0.35,0.16,0.16,0.41,0.12,0.81,0.5,0.06,0.15,0.14,0.38,0.8,0.81,0.44,-0.316,-0.169,30.987,28.323,2.008,2.263,0.579,-0.817,-2.095,0.713,0.47,0.008,0.017,0.824
S3_353,0.68,0.48,0.53,0.39,0.3,0.33,0.47,0.93,0.45,0.58,0.04,0.92,0.39,0.58,0.29,-0.262,-0.198,32.22,27.942,2.188,2.032,0.582,-0.785,-1.78,0.801,0.342,0.468,0.567,0.572
S3_354,0.61,0.15,0.9,0.91,0.67,0.83,0.62,0.03,0.11,0.32,0.8,0.62,0.78,0.05,0.88,-0.251,-0.154,31.586,28.732,2.91,2.064,0.327,-0.905,-1.504,0.647,0.897,0.614,0.842,0.687
S3_355,0.41,0.25,0.68,0.93,0.28,0.14,0.46,0.85,0.15,0.45,0.69,0.34,0.75,0.39,0.19,-0.265,-0.215,25.113,26.09,2.766,1.169,0.979,-1.062,-2.122,0.693,0.315,0.625,0.251,0.764
S3_356,0.43,0.31,0.42,0.08,0.23,0.62,0.01,0.68,0.52,0.17,0.14,0.74,0.71,0.58,0.76,-0.295,-0.157,31.082,27.681,2.45,1.657,0.092,-0.978,-2.547,0.541,0.806,0.74,0.304,0.068
S3_357,0.43,0.26,0.21,0.28,0.23,0.09,0.45,0.72,0.39,0.49,0.74,0.66,0.99,0.24,0.91,-0.323,-0.223,26.913,27.669,2.409,1.0,0.46,-0.9,-2.816,0.343,0.858,0.427,0.754,0.166
S3_358,0.84,0.41,0.35,0.96,0.88,0.21,0.96,0.7,0.08,0.55,0.83,0.74,0.88,0.86,0.15,-0.341,-0.171,27.238,31.531,2.27,1.74,0.292,-0.838,-2.794,0.113,0.913,0.827,0.513,0.568
S3_359,0.95,0.29,0.91,0.71,0.38,0.08,0.51,0.38,0.12,0.02,0.9,0.52,0.38,0.7,0.86,-0.383,-0.118,34.481,27.42,2.387,1.008,0.341,-0.977,-2.785,0.249,0.901,0.813,0.496,0.947
S3_360,0.33,0.84,0.27,0.6,0.01,0.06,0.86,0.3,0.23,0.79,0.47,0.87,0.65,0.66,0.5,-0.268,-0.215,30.507,32.283,2.752,1.317,0.431,-0.828,-2.178,0.19,0.895,0.635,0.054,0.071
S3_361,0.03,0.27,0.83,0.96,0.11,0.28,0.28,0.76,0.87,0.19,0.13,0.41,0.31,0.69,0.95,-0.29,-0.126,28.613,27.707,2.784,2.853,0.533,-0.694,-2.513,0.055,0.747,0.673,0.472,0.263
S3_362,0.86,0.63,0.89,0.34,0.85,0.55,0.83,0.65,0.03,0.78,0.85,0.71,0.2,0.45,0.32,-0.282,-0.253,31.414,33.255,2.013,1.789,0.706,-0.832,-3.339,0.564,0.365,0.999,0.032,0.555
S3_363,0.98,0.06,0.81,0.37,0.65,0.45,0.38,0.79,0.05,0.07,0.62,0.35,0.81,0.93,0.15,-0.395,-0.21,32.932,26.583,2.676,2.841,0.832,-0.795,-2.304,0.595,0.283,0.237,0.599,0.115
S3_364,0.59,1.0,0.64,0.8,0.08,0.82,0.68,0.31,0.78,0.55,0.4,0.63,0.07,0.74,0.35,-0.275,-0.203,25.574,27.464,2.086,1.838,0.627,-0.965,-2.569,0.233,0.272,0.071,0.696,0.987
S3_365,0.97,0.44,0.66,0.56,0.08,0.79,0.18,0.14,0.98,0.3,0.17,0.95,0.38,0.91,0.87,-0.385,-0.205,25.382,31.977,2.827,1.07,0.478,-0.623,-2.849,0.305,0.062,0.975,0.688,0.222
S3_366,0.15,0.58,0.33,0.58,0.61,0.06,0.7,0.59,0.37,0.36,0.9,0.34,0.42,0.78,0.29,-0.236,-0.115,28.951,29.549,2.076,2.321,0.046,-0.965,-1.739,0.803,0.818,0.628,0.903,0.141
S3_367,0.64,0.25,0.95,0.31,0.96,0.42,0.52,0.45,0.47,0.52,0.99,0.51,0.32,0.48,0.51,-0.349,-0.155,28.173,25.397,2.057,2.537,0.794,-1.09,-2.871,0.892,0.658,0.598,0.704,0.559
S3_368,0.11,0.43,0.16,0.43,0.4,0.84,0.12,0.63,0.86,0.86,0.92,0.69,0.17,0.46,0.01,-0.361,-0.261,27.773,27.033,2.417,1.504,0.499,-1.1,-2.973,0.443,0.039,0.181,0.892,0.119
S3_369,0.18,0.67,0.17,0.2,0.53,0.65,0.06,0.81,0.63,0.79,0.93,0.24,0.42,0.94,0.32,-0.34,-0.264,32.031,26.106,2.333,2.2,0.018,-1.08,-2.825,0.75,0.033,0.561,0.96,0.255
S3_370,0.16,0.89,0.28,0.63,0.36,0.38,0.08,0.1,0.73,0.91,0.87,0.45,0.16,0.18,0.55,-0.374,-0.183,28.511,32.377,2.508,2.599,0.999,-0.859,-1.682,0.029,0.952,0.898,0.134,0.867
S3_371,0.36,0.7,0.8,0.45,1.0,0.24,0.42,0.44,0.8,0.82,0.55,0.75,0.17,0.3,0.85,-0.403,-0.16,34.512,30.827,2.907,1.819,0.898,-0.927,-3.325,0.395,0.23,0.12,0.111,0.705
S3_372,0.59,0.5,0.99,0.07,0.5,0.96,1.0,0.17,0.42,0.5,0.54,0.54,0.65,0.94,0.59,-0.249,-0.257,29.04,30.426,2.794,1.247,0.086,-0.856,-1.626,0.817,0.116,0.273,0.633,0.681
S3_373,0.52,0.39,0.77,0.31,0.59,0.49,0.21,0.56,0.88,0.49,0.91,0.88,0.44,0.12,0.05,-0.404,-0.194,28.658,28.062,2.581,2.453,0.034,-1.097,-2.995,0.639,0.918,0.046,0.109,0.334
S3_374,0.29,0.64,0.37,0.89,0.71,0.11,0.92,0.73,0.9,0.66,0.05,0.15,0.53,0.87,0.26,-0.266,-0.198,27.569,25.886,2.74,1.3,0.722,-0.828,-2.713,0.925,0.243,0.484,0.962,0.432
S3_375,0.19,0.28,0.62,0.3,0.15,0.73,0.69,0.33,0.99,0.1,0.73,0.63,0.34,0.04,0.17,-0.287,-0.181,25.207,26.89,2.675,1.831,0.586,-0.911,-2.306,0.679,0.754,0.317,0.384,0.886
S3_376,0.72,0.83,0.33,0.39,0.79,0.96,0.92,0.97,0.99,0.89,0.31,0.18,0.86,0.82,0.67,-0.358,-0.13,30.567,30.413,2.239,1.594,0.569,-0.837,-1.494,0.94,0.017,0.353,0.449,0.713
S3_377,0.97,0.71,0.81,0.55,0.27,0.19,0.22,0.75,0.29,0.18,0.42,0.9,0.33,0.55,0.97,-0.343,-0.162,28.709,27.226,2.713,1.186,0.374,-1.013,-1.596,0.376,0.583,0.389,0.708,0.052
S3_378,0.73,0.98,0.03,0.53,0.09,0.25,0.3,0.64,0.01,0.4,0.54,0.97,0.45,0.65,0.2,-0.319,-0.197,34.09,33.409,2.177,1.869,0.25,-0.795,-3.228,0.092,0.944,0.31,0.855,0.082
S3_379,0.89,0.34,0.39,0.04,0.38,0.12,0.05,0.26,0.54,0.85,0.32,0.21,0.66,0.83,0.14,-0.278,-0.215,34.821,30.567,2.059,1.336,0.079,-1.047,-2.617,0.911,0.718,0.584,0.132,0.003
S3_380,0.36,0.79,0.7,0.64,0.92,0.3,0.53,0.14,0.52,0.81,0.65,0.27,0.92,0.51,0.97,-0.395,-0.217,29.095,33.932,2.479,1.638,0.367,-0.894,-1.936,0.302,0.015,0.892,0.482,0.486
S3_381,0.1,0.01,0.4,0.27,0.51,0.2,0.56,0.48,0.71,0.05,0.25,0.93,0.72,0.16,0.22,-0.347,-0.201,25.782,33.185,2.89,1.381,0.315,-0.628,-2.76,0.389,0.258,0.7,0.307,0.408
S3_382,0.99,0.87,0.33,0.77,0.68,0.29,1.0,0.98,0.85,0.65,0.39,0.95,0.58,0.59,0.19,-0.255,-0.146,27.5,25.724,2.336,2.289,0.32,-0.801,-3.299,0.74,0.562,0.528,0.205,0.056
S3_383,0.95,0.39,0.73,0.1,0.8,0.43,0.49,0.1,0.18,0.96,0.76,0.75,0.81,0.33,0.3,-0.281,-0.195,27.968,33.021,2.164,1.418,0.962,-0.951,-2.309,0.171,0.7,0.756,0.989,0.156
S3_384,0.62,0.89,0.78,0.79,0.85,0.49,0.71,0.87,0.96,0.4,0.1,0.87,0.01,0.11,0.78,-0.359,-0.254,34.015,28.754,2.606,1.706,0.216,-0.7,-2.665,0.079,0.796,0.282,0.792,0.286
S3_385,0.16,0.36,0.79,0.67,0.84,0.56,0.56,0.45,0.44,0.7,0.51,0.8,0.11,0.74,0.23,-0.352,-0.179,25.281,31.955,2.133,2.526,0.125,-1.074,-1.752,0.771,0.426,0.269,0.725,0.167
S3_386,0.23,0.38,0.47,0.13,0.36,0.84,0.91,0.51,0.54,0.48,0.69,0.02,0.77,0.83,0.57,-0.341,-0.199,28.734,34.502,2.214,2.705,0.632,-0.836,-1.872,0.8,0.439,0.039,0.654,0.171
S3_387,0.12,0.24,0.2,0.68,0.95,0.58,0.43,0.02,0.47,0.77,0.61,0.13,0.7,0.78,0.33,-0.241,-0.116,29.418,30.808,2.241,2.433,0.44,-1.03,-3.18,0.318,0.213,0.022,0.263,0.27
S3_388,0.23,0.82,0.91,0.47,0.07,0.8,0.29,0.69,0.85,0.59,0.01,0.58,0.8,0.07,0.24,-0.264,-0.2,30.434,32.419,2.275,1.404,0.134,-0.989,-2.835,0.155,0.595,0.348,0.202,0.237
S3_389,0.12,0.4,0.0,0.53,0.77,0.75,0.89,0.19,0.4,0.7,0.82,0.03,0.89,0.36,0.76,-0.389,-0.139,31.981,32.978,2.193,1.117,0.606,-0.733,-2.509,0.842,0.61,0.006,0.468,0.133
S3_390,0.49,0.73,0.37,0.97,0.72,0.9,0.23,0.8,0.02,0.31,0.59,0.96,0.94,0.39,0.66,-0.362,-0.266,25.013,28.513,2.824,2.711,0.196,-0.916,-1.986,0.318,0.785,0.154,0.129,0.699
S3_391,0.45,0.02,0.51,0.29,0.42,0.89,0.17,0.81,0.96,0.37,0.59,0.26,0.12,0.07,0.72,-0.364,-0.203,27.063,32.073,2.319,2.187,0.063,-0.723,-1.964,0.16,0.658,0.163,0.19,0.444
S3_392,0.88,0.03,0.5,0.45,0.49,0.46,0.27,0.99,0.69,0.73,0.64,0.56,0.12,0.31,0.07,-0.291,-0.236,26.153,28.841,2.672,2.782,0.686,-0.729,-2.953,0.612,0.903,0.616,0.214,0.543
S3_393,0.81,0.1,0.62,0.94,0.65,0.23,0.32,0.23,0.72,0.78,0.31,0.53,0.57,0.68,0.84,-0.27,-0.177,28.539,29.829,2.339,1.18,0.589,-1.065,-3.113,0.125,0.485,0.906,0.508,0.974
S3_394,0.44,0.01,0.51,0.77,0.99,0.65,0.16,0.09,0.57,0.3,0.14,0.26,0.69,0.06,0.88,-0.313,-0.258,25.376,27.641,2.093,2.132,0.576,-1.038,-2.461,0.468,0.089,0.962,0.807,0.195
S3_395,0.79,0.72,0.38,0.63,0.9,0.89,0.72,0.34,0.9,0.61,0.99,0.62,0.39,0.25,0.08,-0.323,-0.258,31.371,33.803,2.185,2.085,0.948,-0.906,-1.873,0.985,0.457,0.053,0.573,0.879
S3_396,0.49,0.34,0.82,0.82,0.77,0.26,0.83,0.54,0.16,0.6,0.1,0.04,0.79,0.86,0.78,-0.28,-0.159,30.196,27.535,2.641,1.161,0.465,-0.706,-2.043,0.48,0.51,0.372,0.825,0.458
S3_397,0.65,0.78,0.74,0.58,0.31,0.31,0.14,0.12,0.47,0.3,0.62,0.5,0.46,0.85,0.14,-0.3,-0.139,33.669,27.432,2.844,1.905,0.433,-0.85,-1.697,0.183,0.441,0.494,0.114,0.83
S3_398,0.77,0.14,0.63,0.47,0.0,0.99,0.64,0.7,0.73,0.92,0.66,0.49,0.31,0.41,0.05,-0.395,-0.239,28.301,28.056,2.504,2.275,0.411,-0.767,-2.652,0.235,0.716,0.69,0.36,0.307
S3_399,0.81,0.53,0.59,0.49,0.56,0.94,0.81,0.52,0.2,0.72,0.26,0.04,0.86,0.25,0.7,-0.392,-0.274,33.399,34.676,2.331,2.359,0.659,-0.946,-1.796,0.27,0.249,0.695,0.166,0.011
S3_400,0.45,0.22,0.02,0.87,0.47,0.85,0.87,0.07,0.8,0.22,0.35,0.84,0.68,0.56,0.47,-0.25,-0.142,29.941,34.849,2.735,1.105,0.029,-0.97,-2.95,0.066,0.517,0.816,0.916,0.628
S3_401,0.53,0.39,0.91,0.35,0.76,0.23,0.46,0.03,0.25,0.48,0.01,0.09,0.05,0.37,0.81,-0.349,-0.168,30.625,30.03,2.295,2.83,0.725,-0.664,-2.866,0.866,0.687,0.823,0.894,0.853
S3_402,0.88,0.82,0.49,0.2,0.37,0.51,0.01,0.43,0.35,0.94,0.49,0.52,0.23,0.62,0.25,-0.378,-0.244,26.655,25.605,2.074,2.03,0.726,-0.756,-1.828,0.898,0.841,0.942,0.872,0.545
S3_403,0.76,0.67,0.97,0.7,0.64,0.71,0.83,0.83,0.19,0.71,0.73,0.25,0.58,0.54,0.61,-0.236,-0.26,33.813,31.395,2.172,2.011,0.974,-0.666,-2.859,0.594,0.799,0.972,0.937,0.466
S3_404,0.8,0.49,0.53,0.87,0.54,0.78,0.51,0.18,0.71,0.47,0.85,0.1,0.37,0.23,0.92,-0.352,-0.158,25.806,28.923,2.904,2.635,0.249,-1.103,-2.723,0.278,0.03,0.558,0.521,0.238
S3_405,0.64,0.74,0.89,0.94,0.74,0.99,0.14,0.81,0.39,0.37,0.46,0.11,0.4,0.06,0.28,-0.284,-0.186,31.779,29.22,2.345,2.148,0.296,-1.042,-2.102,0.964,0.968,0.531,0.58,0.313
S3_406,0.75,0.0,0.45,0.58,0.57,0.82,0.94,0.25,0.24,0.08,0.09,0.36,0.48,0.36,0.96,-0.252,-0.192,32.379,33.782,2.449,2.752,0.967,-0.895,-2.209,0.355,0.325,0.792,0.613,0.646
S3_407,1.0,0.59,0.94,0.01,0.78,0.22,0.26,0.17,0.09,0.06,0.18,0.71,0.51,0.2,0.9,-0.336,-0.149,29.742,29.577,2.799,2.19,0.032,-0.788,-3.088,0.923,0.142,0.846,0.3,0.151
S3_408,0.83,0.76,0.78,0.98,0.8,0.13,0.01,0.52,0.28,0.13,0.42,0.02,0.79,0.02,0.28,-0.342,-0.136,34.264,28.578,2.803,1.457,0.447,-0.81,-2.405,0.587,0.285,0.263,0.21,0.488
S3_409,0.04,0.23,0.52,0.48,0.94,0.15,0.8,0.81,0.73,0.11,0.39,0.17,0.9,0.08,1.0,-0.263,-0.249,34.446,29.082,2.403,2.136,0.511,-0.931,-2.968,0.808,0.092,0.777,0.488,0.302
S3_410,0.24,0.32,0.37,0.42,0.44,0.76,0.72,0.92,0.69,0.88,0.97,0.33,0.02,0.53,0.1,-0.327,-0.114,27.407,30.308,2.596,1.136,0.78,-0.625,-2.482,0.721,0.888,0.379,0.777,0.429
S3_411,0.64,0.61,0.49,0.22,0.27,0.15,0.44,0.03,0.13,0.75,0.42,0.03,0.03,0.23,0.55,-0.325,-0.172,33.913,34.492,2.841,2.494,0.206,-0.992,-3.123,0.812,0.703,0.247,0.576,0.3
S3_412,0.51,0.61,0.81,0.75,0.96,0.38,0.74,0.29,0.85,0.57,0.84,0.51,0.08,0.27,0.61,-0.234,-0.224,26.542,31.116,2.961,2.737,0.67,-1.084,-1.792,0.546,0.043,0.458,0.013,0.852
S3_413,0.47,0.6,0.29,0.76,0.82,0.39,0.28,0.59,0.9,0.59,0.26,0.78,0.45,0.82,0.02,-0.29,-0.24,34.243,33.683,2.201,2.825,0.048,-0.683,-2.673,0.536,0.947,0.678,0.846,0.517
S3_414,0.15,0.97,0.35,0.89,0.16,0.1,0.73,0.95,0.94,0.37,0.13,0.9,0.12,0.91,0.42,-0.296,-0.151,34.597,26.95,2.536,2.573,0.882,-0.702,-2.242,0.977,0.528,0.404,0.37,0.277
S3_415,0.81,0.53,0.15,0.63,0.05,0.66,0.37,0.12,1.0,0.06,0.0,0.6,0.48,0.93,0.23,-0.273,-0.245,32.832,31.984,2.638,2.183,0.963,-1.055,-2.864,0.441,0.705,0.315,0.004,0.419
S3_416,0.34,0.94,0.06,0.18,0.46,0.27,0.31,0.48,0.32,0.01,0.58,0.36,0.37,0.68,0.06,-0.236,-0.272,33.48,28.279,2.172,2.823,0.71,-0.676,-2.297,0.588,0.064,0.932,0.945,0.571
S3_417,0.96,0.47,0.4,0.05,0.5,0.74,0.7,0.58,0.86,0.62,0.06,0.59,0.74,0.29,0.36,-0.261,-0.167,26.577,30.595,2.137,2.272,0.537,-0.778,-2.545,0.107,0.524,0.079,0.595,0.745
S3_418,0.48,0.17,0.39,0.9,0.37,0.04,0.33,0.82,0.28,0.11,0.7,0.79,0.84,0.96,0.68,-0.238,-0.135,34.337,31.436,2.397,2.08,0.492,-0.726,-2.107,0.3,0.81,0.142,0.264,0.66
S3_419,0.56,0.57,0.18,0.68,0.21,0.43,0.97,0.9,0.75,0.39,0.94,0.45,0.08,0.44,0.71,-0.368,-0.23,33.988,26.262,2.111,2.958,0.224,-1.068,-3.002,0.002,0.83,0.809,0.877,0.428
S3_420,0.04,0.29,0.31,0.51,0.08,0.63,0.24,0.9,0.5,0.07,0.5,0.81,0.88,0.61,0.27,-0.282,-0.118,30.002,33.43,2.845,1.846,0.404,-0.811,-2.709,0.895,0.402,0.819,0.477,0.246
S3_421,0.05,0.87,0.68,0.47,0.35,0.84,0.77,0.37,0.7,0.35,0.04,0.56,0.44,0.99,0.18,-0.391,-0.208,29.255,33.061,2.307,2.951,0.347,-0.688,-3.374,0.372,0.024,0.192,0.353,0.37
S3_422,0.89,0.44,0.02,0.59,0.44,0.65,0.17,0.89,0.93,0.61,0.75,0.89,0.15,0.58,0.11,-0.369,-0.132,31.005,27.554,2.408,1.935,0.198,-1.033,-3.32,0.761,0.411,0.722,0.558,0.351
S3_423,0.26,0.07,0.86,0.41,0.81,0.07,0.33,0.99,0.21,0.08,0.74,0.17,0.22,0.22,0.19,-0.26,-0.133,32.867,32.101,2.557,2.414,0.77,-0.937,-3.257,0.309,0.854,0.681,0.046,0.567
S3_424,0.97,0.86,0.11,0.21,0.35,0.86,0.63,0.82,0.38,0.46,0.7,0.85,1.0,0.26,0.72,-0.402,-0.198,33.87,29.777,2.924,2.363,0.043,-0.777,-1.609,0.259,0.11,0.151,0.93,0.878
S3_425,0.26,0.77,0.08,0.85,0.06,0.02,0.07,0.21,0.21,0.34,0.79,0.73,0.46,0.01,0.44,-0.355,-0.222,33.228,29.59,2.459,1.386,0.991,-0.995,-2.619,0.099,0.552,0.26,0.75,0.649
S3_426,0.71,0.06,0.93,0.64,0.73,0.63,0.59,0.86,0.63,0.68,0.43,0.84,0.89,0.14,0.82,-0.245,-0.164,26.03,33.728,2.779,1.084,0.071,-0.899,-1.838,0.709,0.335,0.328,0.257,0.344
S3_427,0.9,0.04,0.89,0.12,0.24,0.39,0.37,0.6,0.27,0.51,0.37,0.96,0.93,0.35,0.22,-0.368,-0.231,26.22,30.29,2.285,1.287,0.629,-0.804,-2.079,0.617,0.093,0.577,0.461,0.074
S3_428,0.07,0.12,0.45,0.5,0.97,0.98,0.28,0.9,0.76,0.9,0.5,0.76,0.51,0.18,0.93,-0.308,-0.232,26.698,34.538,2.588,1.946,0.746,-0.878,-2.221,0.573,0.778,0.085,0.919,0.426
S3_429,0.01,0.66,0.19,0.73,0.25,0.07,0.62,0.51,0.72,0.31,0.54,0.22,0.65,0.51,0.0,-0.365,-0.254,34.965,27.209,2.365,1.693,0.422,-1.058,-2.088,0.006,0.644,0.698,0.747,0.922
S3_430,0.62,0.59,0.26,0.78,0.61,0.44,0.08,0.87,0.89,0.38,0.37,0.71,0.15,0.2,0.99,-0.3,-0.145,32.344,31.177,2.597,2.064,0.09,-0.639,-2.028,0.835,0.481,0.007,0.007,0.906
S3_431,0.86,0.16,0.33,0.9,0.18,0.69,0.27,0.98,0.48,0.35,0.97,0.44,0.88,0.5,0.51,-0.255,-0.147,28.845,25.653,2.122,2.3,0.492,-0.659,-2.934,0.446,0.342,0.447,0.16,0.381
S3_432,0.9,0.27,0.13,0.28,0.48,0.29,0.4,0.46,1.0,0.48,0.57,0.52,0.72,0.92,0.97,-0.26,-0.266,29.393,28.621,2.03,2.98,0.312,-0.668,-1.455,0.951,0.696,0.044,0.314,0.901
S3_433,0.88,0.14,0.47,0.99,0.48,0.2,0.82,0.23,0.56,0.85,0.74,0.9,0.66,0.33,0.07,-0.242,-0.167,25.693,31.668,2.626,1.475,0.317,-0.977,-2.449,0.429,0.15,0.301,0.542,0.402
S3_434,0.12,0.33,0.68,0.38,0.42,0.84,0.77,0.21,0.45,0.16,0.9,0.95,0.21,0.09,0.49,-0.338,-0.243,31.279,28.283,2.44,1.357,0.159,-0.718,-2.79,0.822,0.734,0.796,0.605,0.016
S3_435,0.01,0.49,0.42,0.73,0.41,0.53,0.58,0.17,0.21,0.27,0.75,0.28,0.61,0.44,0.66,-0.302,-0.188,30.231,25.584,2.951,2.175,0.765,-0.705,-1.962,0.053,0.006,0.718,0.546,0.93
S3_436,0.68,0.48,0.62,0.31,0.63,0.36,0.13,0.84,0.87,0.8,0.9,0.16,0.97,0.98,0.24,-0.257,-0.199,32.391,31.281,2.085,1.314,0.909,-1.072,-2.577,0.528,0.105,0.958,0.34,0.423
S3_437,0.89,0.54,0.18,0.05,0.64,0.7,0.54,0.88,0.95,0.47,0.42,0.06,0.74,0.43,0.86,-0.258,-0.122,32.274,26.0,2.017,1.904,0.887,-0.756,-2.743,0.325,0.629,0.15,0.174,0.358
S3_438,0.29,0.93,0.01,0.87,0.34,0.64,0.75,0.91,0.45,0.35,0.15,0.51,0.28,0.89,0.2,-0.314,-0.259,25.529,27.454,2.709,1.273,0.009,-0.962,-3.032,0.291,0.672,0.806,0.551,0.39
